,Security,Symbol,GICS Sector,GICS Sub Industry,Ticker,Price,Shares Outstanding,Market Cap,Expected Growth - 5 Year,Last 12 Month Return,Beta,Avg Current Estimate,EPS,Equity COC,PVEPS,EPS1,EPS2,EPS3,EPS4,EPS5,Known Growth,Unknown Growth,% Present,% Known,% Unknown
930,Hill-Rom Holdings Inc.,HRC,Health Care,Life Sciences Tools & Services,HRC,101.5,66769999.99999999,6762000000.0,0.1127,0.18350000000000002,1.19,5.04,3.36,0.09778,51.54428308447535,3.7386719999999998,4.1600203343999995,4.62885462608688,5.150526542446872,5.730990883780634,19.208438386719955,30.747278528804692,50.78254491081316,18.92456983913296,30.29288525005388
931,Harsco Corporation,HSC,Industrials,Industrial Machinery,HSC,22.43,80080000.0,1810000000.0,0.2,0.0929,1.7,1.39,1.64,0.1294,10.741885625965997,1.9679999999999997,2.3615999999999997,2.8339199999999996,3.4007039999999993,4.080844799999999,11.149553714833681,0.5385606592003214,47.890707204485054,49.708219861050736,2.4010729344642057
932,"Heidrick & Struggles International, Inc.",HSII,Industrials,Human Resource and Employment Services,HSII,39.2,19120000.0,679263000.0,-0.12,0.0603,1.27,2.46,2.52,0.10274,23.943936149503603,2.2176,1.9514880000000001,1.7173094400000002,1.5112323072000002,1.3298844303360002,7.425795178693041,7.830268671803359,61.08146976914184,18.943355047686325,19.97517518317183
933,Heska Corporation,HSKA,Health Care,Healthcare Equipment,HSKA,78.0,7740000.0,599325000.0,0.25,-0.0464,1.58,0.01,0.74,0.12196000000000001,0.0819940964250574,0.925,1.15625,1.4453125,1.806640625,2.25830078125,5.808126713412073,72.10987919016286,0.10512063644238126,7.446316299246248,92.44856306431136
934,"HealthStream, Inc.",HSTM,Health Care,Health Care Technology,HSTM,26.4,32390000.0,843715000.0,0.135,0.1389,0.5,0.32,0.44,0.055,5.818181818181818,0.4994,0.566819,0.643339565,0.730190406275,0.828766111122125,2.905513189230356,17.676304992587824,22.03856749311295,11.005731777387712,66.95570072949933
935,Hersha Hospitality Trust,HT,Real Estate,Hotel and Resort REITs,HT,18.5,39210000.0,807702000.0,0.278,-0.027200000000000002,1.41,-0.4,-0.38,0.11141999999999999,-3.5900197451085987,-0.48564,-0.62064792,-0.79318804176,-1.01369431736928,-1.2955013375979398,-3.2735942236511804,25.36361396875978,-19.405512135722155,-17.695103911628,137.10061604735014
936,"Heartland Express, Inc.",HTLD,Industrials,Trucking,HTLD,20.03,81960000.0,1619000000.0,0.2711,0.1251,1.16,0.97,0.93,0.09592,10.112593828190157,1.1821230000000003,1.5025965453000005,1.9099504687308309,2.427738040803759,3.0858978236656585,8.127167377051265,1.7902387947585794,50.48723828352549,40.57497442362089,8.937787292853615
937,Hubbell Incorporated,HUBB,Industrials,Electrical Components and Equipment,HUBB,128.0,54510000.0,6959000000.0,0.1,0.1868,1.65,7.93,6.54,0.1263,62.78701504354711,7.194000000000001,7.913400000000002,8.704740000000003,9.575214000000004,10.532735400000005,34.32891397012428,30.884070986328602,49.05235550277118,26.819464039159595,24.12818045806922
938,"Hub Group, Inc.",HUBG,Industrials,Air Freight and Logistics,HUBG,42.23,34120000.0,1442000000.0,0.133,-0.042800000000000005,1.62,3.2,6.01,0.12444,25.715204114432662,6.80933,7.71497089,8.74106201837,9.90362326681321,11.220805161299367,34.56898363372201,-18.05418774815468,60.89321362640934,81.8588293481459,-42.752042974555245
939,"Haverty Furniture Companies, Inc.",HVT,Consumer Discretionary,Home Furnishing Retail,HVT,23.82,18810000.0,492188000.0,0.131,0.3152,1.25,1.44,1.42,0.1015,14.1871921182266,1.60602,1.81640862,2.05435814922,2.32347906676782,2.6278548245144044,8.471893214202144,1.160914667571257,59.56000049633333,35.56630232662529,4.873697177041381
940,Hancock Whitney Corporation,HWC,Financials,Regional Banks,HWC,44.07,85710000.0,3752000000.0,0.08,-0.09970000000000001,1.68,4.06,3.8,0.12816,31.67915106117353,4.104,4.432320000000001,4.786905600000001,5.169858048000001,5.583446691840002,18.84125074532299,-6.450401806496522,71.88371014561727,42.753008271665514,-14.636718417282783
943,"MarineMax, Inc.",HZO,Consumer Discretionary,Specialty Stores,HZO,17.32,22840000.0,395765000.0,0.3,-0.1931,1.14,1.94,1.68,0.09467999999999999,20.490071820870302,2.184,2.8392000000000004,3.6909600000000005,4.798248000000001,6.237722400000002,15.859420644336677,-19.029492465206978,118.30295508585625,91.56709378947272,-109.87004887532898
944,Integra Lifesciences Holdings,IART,Health Care,Health Care Equipment,IART,51.91,85330000.0,4455000000.0,0.132,-0.1592,1.2,2.69,0.96,0.09839999999999999,27.337398373983742,1.0867200000000001,1.2301670400000002,1.3925490892800003,1.5763655690649605,1.7844458241815355,5.776352506855362,18.79624911916089,52.66306756691147,11.12762956435246,36.20930286873607
947,"Installed Building Products, Inc.",IBP,Consumer Discretionary,Homebuilding,IBP,47.4,29970000.0,1450000000.0,0.1213,-0.17679999999999998,2.1,3.04,1.75,0.1542,19.714656290531778,1.962275,2.2002989575,2.46719522104475,2.766466001357478,3.10203832732214,9.267754294853992,18.417589414614227,41.592101878759024,19.552224250746818,38.85567387049415
948,ICU Medical,ICUI,Health Care,Health Care Supplies,ICUI,225.66,20600000.0,4694000000.0,0.16,-0.10210000000000001,0.7,9.41,1.33,0.06739999999999999,139.61424332344217,1.5428,1.789648,2.0759916799999996,2.408150348799999,2.7934544046079988,9.173659022749987,76.87209765380784,61.86929155519019,4.06525703392271,34.06545141088711
949,Idacorp Inc.,IDA,Utilities,Electric Utilities,IDA,98.0,50420000.0,4985000000.0,0.024,0.0508,0.44,4.45,4.49,0.05128,86.77847113884556,4.59776,4.70810624,4.82110078976,4.9368072087142405,5.055290581723383,21.8262727915677,-10.60474393041326,88.54946034576078,22.27170693017112,-10.821167275931899
950,InterDigital Inc.,IDCC,Information Technology,Communications Equipment,IDCC,65.83,31990000.0,2092000000.0,0.15,-0.1128,1.1,0.6,1.81,0.0922,6.507592190889371,2.0814999999999997,2.3937249999999994,2.752783749999999,3.1657013124999986,3.6405565093749983,11.568897930928921,47.75350987818171,9.885450692525248,17.57389933302282,72.54064997445194
952,IDEX Corp,IEX,Industrials,Industrial Machinery,IEX,158.12,75710000.0,11840000000.0,0.125,0.1769,1.42,5.73,5.46,0.11204,51.14244912531239,6.1425,6.9103125,7.7741015625,8.7458642578125,9.839097290039062,31.436754315277593,75.54079655941001,32.3440735677412,19.881580012191748,47.77434642006704
953,"Insteel Industries, Inc.",IIIN,Industrials,Building Products,IIIN,21.05,19250000.0,396968000.0,0.13,-0.292,1.98,1.12,1.42,0.14676,7.631507222676479,1.6045999999999998,1.8131979999999996,2.0489137399999993,2.315272526199999,2.6162579546059983,7.791888740500839,5.626604036822683,36.25419108159847,37.01609852969519,26.729710388706334
954,II-VI Incorporated,IIVI,Information Technology,Electronic Components,IIVI,39.02,63390000.0,2507000000.0,0.2066,0.0215,1.56,2.62,1.71,0.12072,21.703114645460573,2.0632859999999997,2.4895608875999993,3.0039041669781588,3.624510767875846,4.373334692518995,12.023382268760534,5.293503085778896,55.62048858395841,30.813383569350417,13.566127846691174
956,Independent Bank Corp.,INDB,Financials,Regional Banks,INDB,80.73,34300000.0,2759000000.0,0.08,0.1134,1.25,5.25,4.65,0.1015,51.72413793103448,5.022000000000001,5.4237600000000015,5.857660800000002,6.326273664000003,6.832375557120003,24.148711027998964,4.8571510409665635,64.07052883814502,29.91293326891981,6.01653789293517
957,"Inogen, Inc.",INGN,Health Care,Healthcare Equipment,INGN,86.97,21930000.0,1920000000.0,0.1555,-0.3811,2.02,1.9,2.3,0.14923999999999998,12.731171267756634,2.65765,3.0709145749999998,3.5484417914124995,4.100224489977143,4.737809398168589,13.433804962547637,60.80502376969572,14.638577978333487,15.446481502296924,69.91494051936958
958,Ingredion Inc,INGR,Consumer Staples,Food Products,INGR,92.83,66680000.00000001,6277000000.0,0.019,-0.2349,0.63,7.04,6.17,0.06306,111.63970821439898,6.287229999999999,6.406687369999998,6.528414430029998,6.6524543042005675,6.778850935980378,28.93610274089493,-47.74581095529391,120.26253174016911,31.171068340940355,-51.43360008110946
960,World Fuel Services Corp,INT,Energy,Oil & Gas Refining & Marketing,INT,30.66,67250000.0,2072000000.0,0.05,0.4266,0.87,2.31,2.07,0.07794000000000001,29.63818321785989,2.1734999999999998,2.282175,2.3962837500000003,2.5160979375000005,2.6419028343750006,10.31854703265497,-9.29673025051486,96.66726424611836,33.65475222653285,-30.32201647265121
962,"Innoviva, Inc.",INVA,Health Care,Pharmaceuticals,INVA,13.83,101180000.0,1413000000.0,0.1934,-0.050300000000000004,0.57,1.54,3.53,0.05934,25.952140208965286,4.212702,5.0274385668,5.99974518561912,7.160095904517858,8.544858452451612,27.113140658276535,-39.23528086724182,187.65104995636503,196.0458471314283,-283.69689708779333
963,Innospec Inc.,IOSP,Materials,Specialty Chemicals,IOSP,84.13,24800000.0,2095000000.0000002,0.075,0.1553,1.52,5.02,3.45,0.11824000000000001,42.456021650879556,3.70875,3.98690625,4.28592421875,4.60736853515625,4.9529211752929685,17.164043656089277,24.509934693031163,50.46478265883699,20.401811073445,29.133406267718016
964,"Inter Parfums, Inc.",IPAR,Consumer Staples,Personal Products,IPAR,72.87,31440000.0,2279000000.0,0.12,0.4225,0.48,1.89,1.71,0.05376,35.15625,1.9152000000000002,2.1450240000000003,2.4024268800000006,2.690718105600001,3.0136042782720014,10.857993263468831,26.855756736531173,48.24516261836146,14.900498508945835,36.85433887269271
965,"Innophos Holdings, Inc.",IPHS,Materials,Specialty Chemicals,IPHS,35.24,19460000.0,626627000.0,0.1,-0.2052,1.79,2.22,1.82,0.13498,16.446881019410284,2.0020000000000002,2.2022000000000004,2.4224200000000007,2.6646620000000008,2.931128200000001,9.411710194158077,9.38140878643164,46.67105851137992,26.707463661061514,26.621477827558568
966,iRobot Corporation,IRBT,Consumer Discretionary,Household Appliances,IRBT,102.58,28040000.0,2882000000.0,0.18,0.7469,2.15,3.18,3.14,0.1573,20.216147488874764,3.7052,4.372136,5.15912048,6.0877621664,7.183559356352,19.26715640125951,63.09669610986572,19.70768910984087,18.782566193468032,61.50974469669109
967,Iridium Communications Inc.,IRDM,Telecommunication Services,Alternative Carriers,IRDM,27.14,113240000.0,3089000000.0,0.1,1.2807,1.67,-0.63,-0.46,0.12754,-4.939626783754117,-0.5060000000000001,-0.5566000000000002,-0.6122600000000002,-0.6734860000000004,-0.7408346000000005,-2.4093922150154943,34.48901899876961,-18.20054083918245,-8.877642649283326,127.07818348846575
968,"Independence Realty Trust, Inc.",IRT,Real Estate,Residential REITs,IRT,10.59,89230000.0,956079000.0,0.05,0.1223,0.72,0.19,0.3,0.06864,2.7680652680652678,0.315,0.33075000000000004,0.3472875000000001,0.3646518750000001,0.38288446875000015,1.521005452175089,6.300929279759643,26.138482229133785,14.362657716478651,59.49886005438757
969,International Speedway Corporation,ISCA,Consumer Discretionary,Leisure Facilities,ISCA,44.24,23790000.0,1908000000.0,0.083,0.0766,0.72,2.0,1.77,0.06864,29.137529137529135,1.91691,2.07601353,2.24832265299,2.43493343318817,2.6370329081427877,9.845622158547187,5.25684870392368,65.86240763455953,22.255022962358016,11.882569403082458
971,Integer Holdings Corporation,ITGR,Health Care,Healthcare Equipment,ITGR,68.55,32619999.999999996,2252000000.0,0.1,0.251,1.25,4.19,5.15,0.1015,41.2807881773399,5.665000000000001,6.231500000000001,6.854650000000002,7.540115000000003,8.294126500000004,28.247960180149466,-0.9787483574893692,60.219968165339026,41.20781937293869,-1.4277875382777085
972,"Itron, Inc.",ITRI,Information Technology,Electronic Equipment and Instruments,ITRI,52.8,39850000.0,2138999999.9999998,0.25,-0.19269999999999998,1.41,2.53,-2.53,0.11141999999999999,22.706874887811882,-3.1624999999999996,-3.9531249999999996,-4.941406249999999,-6.176757812499999,-7.720947265624999,-20.27882577188108,50.37195088406919,43.00544486328008,-38.40686699219902,95.40142212891892
973,ITT Inc,ITT,Industrials,Industrial Machinery,ITT,61.31,87800000.0,5323000000.0,0.12,0.2502,1.64,3.57,3.77,0.12568,28.405474220241885,4.2224,4.729088000000001,5.296578560000001,5.932167987200002,6.644028145664003,20.900016830023496,12.004508949734621,46.33089907069301,34.089083069684385,19.580017859622608
974,Invacare Corporation,IVC,Health Care,Healthcare Equipment,IVC,7.48,33810000.0,249169000.0,0.1,-0.5896,2.34,-0.88,-1.33,0.16907999999999998,-5.204636858291933,-1.4630000000000003,-1.6093000000000004,-1.7702300000000006,-1.9472530000000008,-2.1419783000000012,-6.500114824844028,19.184751683135964,-69.58070666165686,-86.89993081342283,256.48063747507973
975,Invesco Mortgage Capital Inc.,IVR,Real Estate,Mortgage REITs,IVR,16.37,127690000.0,2084000000.0,-0.0011,0.0055000000000000005,0.47,1.79,-1.03,0.05314,33.684606699284906,-1.028867,-1.0277352463,-1.02660473752907,-1.0254754723177881,-1.0243474492982385,-4.641032231141509,-12.673574468143396,205.77035246966955,-28.350838308744706,-77.41951416092483
976,Jack in the Box Inc.,JACK,Consumer Discretionary,Restaurants,JACK,77.88,25810000.0,1990000000.0,0.1267,-0.13269999999999998,0.62,4.26,5.14,0.06244,68.22549647661755,5.791238,6.5249878546,7.35170381577782,8.28316468923687,9.332641655363181,32.67727057299429,-23.022767049611844,87.60335962585717,41.958488152278235,-29.561847778135395
978,Jabil Circuit Inc,JBL,Information Technology,Electronic Manufacturing Services,JBL,30.33,152880000.0,4626000000.0,0.12,0.13720000000000002,0.48,2.97,1.05,0.05376,55.245535714285715,1.1760000000000002,1.3171200000000003,1.4751744000000004,1.6521953280000006,1.8504587673600008,6.667188845989632,-31.58272456027535,182.1481559983044,21.982159070193315,-104.13031506849768
980,JetBlue Airways Corp,JBLU,Industrials,Airlines,JBLU,18.26,300950000.0,5607000000.0,0.1887,-0.049,1.33,1.81,0.45,0.10646,17.001690775878266,0.534915,0.6358534605000001,0.7558390084963502,0.8984658293996116,1.0680063314073185,3.102828051393056,-1.844518827271321,93.10893086461263,16.992486590323416,-10.10141745493604
982,John Bean Technologies Corporation,JBT,Industrials,Industrial Machinery,JBT,102.01,31520000.0,3444000000.0,0.064,-0.0547,1.41,4.33,3.23,0.11141999999999999,38.861963740800576,3.43672,3.6566700800000005,3.8906969651200005,4.139701570887681,4.404642471424492,15.778523053127838,47.36951320607159,38.09622952730181,15.467623814457246,46.43614665824094
983,j2 Global Inc.,JCOM,Information Technology,Internet Software & Services,JCOM,87.78,48750000.0,4269000000.0,0.08,0.1067,0.92,6.8,2.59,0.08104,83.90918065153011,2.7972,3.0209760000000005,3.262654080000001,3.523666406400001,3.8055597189120016,13.959115789453328,-10.088296440983434,95.59031744307372,15.90238754779372,-11.492704990867436
986,J&J Snack Foods Corp.,JJSF,Consumer Staples,Packaged Foods and Meats,JJSF,159.99,18780000.0,2948000000.0,0.06,0.1306,0.27,4.88,4.51,0.04074,119.78399607265587,4.7806,5.067436,5.37148216,5.6937710896,6.035397354976,24.804225231479705,15.401778695864436,74.86967690021618,15.503609745283894,9.626713354499929
987,Jack Henry & Associates Inc,JKHY,Information Technology,Data Processing & Outsourced Services,JKHY,149.0,77180000.0,11507000000.0,0.11,0.2439,1.1,3.57,3.87,0.0922,38.72017353579175,4.2957,4.768227,5.292731970000001,5.8749324867000015,6.521175060237002,22.19008946893063,88.0897369952776,25.98669364818238,14.892677495926597,59.120628855891006
988,Jones Lang Lasalle Inc,JLL,Real Estate,Real Estate Services,JLL,154.21,45740000.0,7087000000.0,0.0935,-0.08900000000000001,1.37,11.5,10.54,0.10894000000000001,105.56269506150174,11.525489999999998,12.603123314999996,13.781515344952494,15.070087029705551,16.47914016698302,56.044919997659115,-7.397615059160849,68.45385841482506,36.343246221165366,-4.797104635990434
990,John Wiley & Sons,JW.A,Consumer Discretionary,Publishing,JW-A,46.85,47930000.0,2623000000.0,0.15,-0.2895,1.08,3.01,2.74,0.09096000000000001,33.0914687774846,3.151,3.6236499999999996,4.167197499999999,4.792277124999999,5.5111186937499985,17.55504909058935,-3.7965178680739484,70.63280422088495,37.47075579634866,-8.103560017233614
991,Kaiser Aluminum Corporation,KALU,Materials,Aluminum,KALU,97.22,16040000.0,1571000000.0,0.049,-0.0167,1.28,6.98,5.62,0.10336000000000001,67.53095975232198,5.895379999999999,6.184253619999999,6.487282047379998,6.805158867701618,7.138611652218996,26.711990910739658,2.9770493369383644,69.46200344818142,27.475818669758958,3.062177882059622
992,Kaman Corporation,KAMN,Industrials,Trading Companies and Distributors,KAMN,62.61,27860000.0,1720000000.0,0.1,0.0318,0.62,2.86,1.92,0.06244,45.80397181294042,2.112,2.3232000000000004,2.5555200000000005,2.8110720000000007,3.092179200000001,11.333512354130434,5.4725158329291475,73.15759752905353,18.101760667833307,8.740641803113158
993,KB Home,KBH,Consumer Discretionary,Homebuilding,KBH,25.85,87130000.0,2261000000.0,0.1961,-0.0256,1.42,2.64,2.65,0.11204,23.563013209568012,3.1696649999999997,3.7912363064999997,4.53469774620465,5.423951974235381,6.487588956382939,18.432362783158208,-16.14537599272622,91.15285574300971,71.30507846482865,-62.45793420783837
994,KBR Inc,KBR,Industrials,Construction & Engineering,KBR,22.24,141450000.0,3126000000.0,0.09029999999999999,0.32770000000000005,1.58,1.65,1.99,0.12196000000000001,13.529025910134468,2.169697,2.3656206391000003,2.5792361828107304,2.8121412101185395,3.0660775613922437,10.253264123837804,-1.5422900339722734,60.83195103477729,46.10280631222034,-6.934757346997633
995,Kelly Services Inc,KELYA,Industrials,Human Resource and Employment Services,KELYA,23.08,35440000.0,862916000.0,0.15,-0.2119,0.95,2.34,0.58,0.0829,28.226779252110976,0.6669999999999999,0.7670499999999999,0.8821074999999998,1.0144236249999996,1.1665871687499993,3.774707191294833,-8.921486443405811,122.29973679424168,16.354883844431686,-38.65462063867336
996,KEMET Corporation,KEM,Information Technology,Electronic Manufacturing Services,KEM,17.72,57790000.0,1026000000.0,0.12,0.031400000000000004,1.74,3.39,1.95,0.13188,25.70518653321201,2.184,2.4460800000000003,2.7396096000000005,3.068362752000001,3.4365662822400016,10.693164799956245,-18.67835133316826,145.06312941993235,60.345173814651496,-105.40830323458387
997,Kirby Corporation,KEX,Industrials,Marine,KEX,81.59,59880000.0,4893000000.0,0.24100000000000002,-0.0441,1.11,3.52,1.31,0.09282000000000001,37.92286145227321,1.6257100000000002,2.0175061100000002,2.5037250825100004,3.1071228273949107,3.8559394287970847,10.652631085664117,33.014507462062674,46.479790969816406,13.056294994072948,40.463914036110644
998,Keysight Technologies Inc,KEYS,Information Technology,Electronic Equipment & Instruments,KEYS,86.5,187990000.0,16302000000.0,0.19829999999999998,0.6781999999999999,1.14,3.96,0.96,0.09467999999999999,41.825095057034225,1.1503679999999998,1.3784859743999998,1.6518397431235197,1.9793995641849136,2.371914497762782,6.948797886961305,37.726107056004466,48.35271104859448,8.03329235486856,43.61399659653696
